"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 01 09:44:21 GMT 2021","Sat May 01 09:44:31 GMT 2021","10326","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"skipped","Sat May 01 09:45:09 GMT 2021","Sat May 01 09:45:09 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Sat May 01 09:44:08 GMT 2021","Sat May 01 09:44:19 GMT 2021","10359","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 09:44:54 GMT 2021","Sat May 01 09:44:57 GMT 2021","3266","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 09:44:37 GMT 2021","Sat May 01 09:44:41 GMT 2021","3726","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 09:43:51 GMT 2021","Sat May 01 09:43:53 GMT 2021","1941","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Sat May 01 09:45:09 GMT 2021","Sat May 01 09:45:09 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Sat May 01 09:45:09 GMT 2021","Sat May 01 09:45:09 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"skipped","Sat May 01 09:45:20 GMT 2021","Sat May 01 09:45:20 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 09:44:48 GMT 2021","Sat May 01 09:44:52 GMT 2021","3576","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 09:44:43 GMT 2021","Sat May 01 09:44:47 GMT 2021","3541","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 09:43:45 GMT 2021","Sat May 01 09:43:51 GMT 2021","5562","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 09:44:33 GMT 2021","Sat May 01 09:44:35 GMT 2021","2506","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"failed","Sat May 01 09:43:56 GMT 2021","Sat May 01 09:44:06 GMT 2021","10988","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"failed","Sat May 01 09:45:20 GMT 2021","Sat May 01 09:45:20 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"skipped","Sat May 01 09:45:20 GMT 2021","Sat May 01 09:45:20 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"skipped","Sat May 01 09:45:09 GMT 2021","Sat May 01 09:45:09 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
