"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 08 07:09:26 GMT 2021","Sat May 08 07:09:37 GMT 2021","10517","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 08 07:09:45 GMT 2021","Sat May 08 07:09:50 GMT 2021","4637","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"skipped","Sat May 08 07:10:48 GMT 2021","Sat May 08 07:10:48 GMT 2021","3","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 08 07:08:51 GMT 2021","Sat May 08 07:08:54 GMT 2021","2994","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Sat May 08 07:11:01 GMT 2021","Sat May 08 07:11:01 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"failed","Sat May 08 07:08:58 GMT 2021","Sat May 08 07:09:09 GMT 2021","11321","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 08 07:08:47 GMT 2021","Sat May 08 07:08:51 GMT 2021","4579","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 08 07:09:40 GMT 2021","Sat May 08 07:09:43 GMT 2021","2869","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"failed","Sat May 08 07:09:12 GMT 2021","Sat May 08 07:09:23 GMT 2021","10606","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 08 07:10:06 GMT 2021","Sat May 08 07:10:09 GMT 2021","3696","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Sat May 08 07:10:48 GMT 2021","Sat May 08 07:10:48 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"passed","Sat May 08 07:09:53 GMT 2021","Sat May 08 07:09:56 GMT 2021","3482","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"skipped","Sat May 08 07:11:14 GMT 2021","Sat May 08 07:11:14 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"broken","Sat May 08 07:11:14 GMT 2021","Sat May 08 07:11:14 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"skipped","Sat May 08 07:10:35 GMT 2021","Sat May 08 07:10:35 GMT 2021","8","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Sat May 08 07:10:48 GMT 2021","Sat May 08 07:10:48 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"skipped","Sat May 08 07:10:22 GMT 2021","Sat May 08 07:10:22 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Sat May 08 07:09:59 GMT 2021","Sat May 08 07:10:03 GMT 2021","3777","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Sat May 08 07:11:14 GMT 2021","Sat May 08 07:11:14 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
