"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 08 07:19:59 GMT 2021","Sat May 08 07:20:10 GMT 2021","10642","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Sat May 08 07:21:42 GMT 2021","Sat May 08 07:21:42 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"skipped","Sat May 08 07:21:29 GMT 2021","Sat May 08 07:21:29 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 08 07:20:43 GMT 2021","Sat May 08 07:20:46 GMT 2021","3697","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"skipped","Sat May 08 07:21:04 GMT 2021","Sat May 08 07:21:04 GMT 2021","4","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"skipped","Sat May 08 07:21:54 GMT 2021","Sat May 08 07:21:54 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 08 07:19:36 GMT 2021","Sat May 08 07:19:40 GMT 2021","4369","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"failed","Sat May 08 07:20:12 GMT 2021","Sat May 08 07:20:23 GMT 2021","10548","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Sat May 08 07:21:29 GMT 2021","Sat May 08 07:21:29 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"broken","Sat May 08 07:21:54 GMT 2021","Sat May 08 07:21:54 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"passed","Sat May 08 07:20:30 GMT 2021","Sat May 08 07:20:35 GMT 2021","4249","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 08 07:20:37 GMT 2021","Sat May 08 07:20:40 GMT 2021","3176","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 08 07:20:25 GMT 2021","Sat May 08 07:20:28 GMT 2021","2712","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 08 07:19:40 GMT 2021","Sat May 08 07:19:43 GMT 2021","2541","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"failed","Sat May 08 07:21:54 GMT 2021","Sat May 08 07:21:54 GMT 2021","1","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"passed","Sat May 08 07:20:48 GMT 2021","Sat May 08 07:20:52 GMT 2021","3067","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Sat May 08 07:21:17 GMT 2021","Sat May 08 07:21:17 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Sat May 08 07:19:46 GMT 2021","Sat May 08 07:19:57 GMT 2021","11189","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"failed","Sat May 08 07:21:29 GMT 2021","Sat May 08 07:21:29 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
