"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 11:40:44 GMT 2021","Sat May 01 11:40:47 GMT 2021","3130","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Sat May 01 11:41:00 GMT 2021","Sat May 01 11:41:00 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"broken","Sat May 01 11:41:49 GMT 2021","Sat May 01 11:41:49 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"skipped","Sat May 01 11:41:37 GMT 2021","Sat May 01 11:41:37 GMT 2021","6","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"broken","Sat May 01 11:41:25 GMT 2021","Sat May 01 11:41:25 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"failed","Sat May 01 11:41:24 GMT 2021","Sat May 01 11:41:24 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"skipped","Sat May 01 11:41:49 GMT 2021","Sat May 01 11:41:49 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 11:40:39 GMT 2021","Sat May 01 11:40:42 GMT 2021","3005","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Sat May 01 11:41:49 GMT 2021","Sat May 01 11:41:49 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"skipped","Sat May 01 11:41:12 GMT 2021","Sat May 01 11:41:12 GMT 2021","3","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Sat May 01 11:39:57 GMT 2021","Sat May 01 11:40:08 GMT 2021","10499","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Sat May 01 11:41:24 GMT 2021","Sat May 01 11:41:24 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Sat May 01 11:39:44 GMT 2021","Sat May 01 11:39:55 GMT 2021","11306","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"failed","Sat May 01 11:40:10 GMT 2021","Sat May 01 11:40:21 GMT 2021","10483","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 11:39:35 GMT 2021","Sat May 01 11:39:39 GMT 2021","4570","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 11:40:23 GMT 2021","Sat May 01 11:40:25 GMT 2021","2808","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 11:39:39 GMT 2021","Sat May 01 11:39:42 GMT 2021","2062","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 11:40:28 GMT 2021","Sat May 01 11:40:32 GMT 2021","4207","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 11:40:34 GMT 2021","Sat May 01 11:40:37 GMT 2021","3481","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
