"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon May 03 08:15:09 GMT 2021","Mon May 03 08:15:09 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Mon May 03 08:13:43 GMT 2021","Mon May 03 08:13:43 GMT 2021","142","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Mon May 03 08:13:39 GMT 2021","Mon May 03 08:13:39 GMT 2021","2","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"skipped","Mon May 03 08:14:56 GMT 2021","Mon May 03 08:14:56 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Mon May 03 08:14:26 GMT 2021","Mon May 03 08:14:30 GMT 2021","3647","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Mon May 03 08:15:35 GMT 2021","Mon May 03 08:15:35 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Mon May 03 08:13:01 GMT 2021","Mon May 03 08:13:06 GMT 2021","4857","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Mon May 03 08:14:00 GMT 2021","Mon May 03 08:14:03 GMT 2021","2747","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"broken","Mon May 03 08:15:35 GMT 2021","Mon May 03 08:15:35 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"passed","Mon May 03 08:14:19 GMT 2021","Mon May 03 08:14:23 GMT 2021","3856","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Mon May 03 08:13:06 GMT 2021","Mon May 03 08:13:09 GMT 2021","2854","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"failed","Mon May 03 08:13:46 GMT 2021","Mon May 03 08:13:57 GMT 2021","10559","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Mon May 03 08:15:09 GMT 2021","Mon May 03 08:15:09 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"failed","Mon May 03 08:15:35 GMT 2021","Mon May 03 08:15:35 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"passed","Mon May 03 08:14:05 GMT 2021","Mon May 03 08:14:10 GMT 2021","4420","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"skipped","Mon May 03 08:14:43 GMT 2021","Mon May 03 08:14:43 GMT 2021","3","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"broken","Mon May 03 08:15:09 GMT 2021","Mon May 03 08:15:09 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Mon May 03 08:14:13 GMT 2021","Mon May 03 08:14:17 GMT 2021","3882","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"skipped","Mon May 03 08:15:22 GMT 2021","Mon May 03 08:15:22 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"broken","Mon May 03 08:13:39 GMT 2021","Mon May 03 08:13:39 GMT 2021","0","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","openPage","openPage",""
