"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue May 11 14:43:36 GMT 2021","Tue May 11 14:44:13 GMT 2021","37165","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Tue May 11 14:46:16 GMT 2021","Tue May 11 14:46:16 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"failed","Tue May 11 14:44:31 GMT 2021","Tue May 11 14:44:42 GMT 2021","10601","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Tue May 11 14:45:16 GMT 2021","Tue May 11 14:45:19 GMT 2021","3329","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Tue May 11 14:44:58 GMT 2021","Tue May 11 14:45:01 GMT 2021","2735","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"broken","Tue May 11 14:46:03 GMT 2021","Tue May 11 14:46:03 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"skipped","Tue May 11 14:45:50 GMT 2021","Tue May 11 14:45:50 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Tue May 11 14:46:03 GMT 2021","Tue May 11 14:46:03 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"failed","Tue May 11 14:44:17 GMT 2021","Tue May 11 14:44:28 GMT 2021","11316","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Tue May 11 14:45:10 GMT 2021","Tue May 11 14:45:14 GMT 2021","3478","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Tue May 11 14:45:04 GMT 2021","Tue May 11 14:45:08 GMT 2021","4223","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Tue May 11 14:46:29 GMT 2021","Tue May 11 14:46:29 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"passed","Tue May 11 14:45:22 GMT 2021","Tue May 11 14:45:25 GMT 2021","2977","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"broken","Tue May 11 14:43:02 GMT 2021","Tue May 11 14:43:35 GMT 2021","33290","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"failed","Tue May 11 14:44:45 GMT 2021","Tue May 11 14:44:55 GMT 2021","10544","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"skipped","Tue May 11 14:46:03 GMT 2021","Tue May 11 14:46:03 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"skipped","Tue May 11 14:46:29 GMT 2021","Tue May 11 14:46:29 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"broken","Tue May 11 14:46:29 GMT 2021","Tue May 11 14:46:29 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"skipped","Tue May 11 14:45:38 GMT 2021","Tue May 11 14:45:38 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
