"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 12:28:00 GMT 2021","Sat May 01 12:28:03 GMT 2021","3332","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 12:27:17 GMT 2021","Sat May 01 12:27:19 GMT 2021","2290","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Sat May 01 12:28:38 GMT 2021","Sat May 01 12:28:38 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Sat May 01 12:28:50 GMT 2021","Sat May 01 12:28:50 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:27:49 GMT 2021","Sat May 01 12:27:52 GMT 2021","2522","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"broken","Sat May 01 12:29:15 GMT 2021","Sat May 01 12:29:15 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"passed","Sat May 01 12:27:08 GMT 2021","Sat May 01 12:27:17 GMT 2021","8350","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 12:27:54 GMT 2021","Sat May 01 12:27:58 GMT 2021","3890","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 12:28:11 GMT 2021","Sat May 01 12:28:14 GMT 2021","3046","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Sat May 01 12:27:37 GMT 2021","Sat May 01 12:27:47 GMT 2021","10368","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Sat May 01 12:27:25 GMT 2021","Sat May 01 12:27:35 GMT 2021","10437","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Sat May 01 12:29:15 GMT 2021","Sat May 01 12:29:15 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"passed","Sat May 01 12:28:05 GMT 2021","Sat May 01 12:28:09 GMT 2021","3550","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"broken","Sat May 01 12:28:50 GMT 2021","Sat May 01 12:28:50 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"failed","Sat May 01 12:28:50 GMT 2021","Sat May 01 12:28:50 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"passed","Sat May 01 12:27:22 GMT 2021","Sat May 01 12:27:23 GMT 2021","902","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"skipped","Sat May 01 12:29:15 GMT 2021","Sat May 01 12:29:15 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"skipped","Sat May 01 12:28:26 GMT 2021","Sat May 01 12:28:26 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"skipped","Sat May 01 12:29:03 GMT 2021","Sat May 01 12:29:03 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
