"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 14 04:34:14 GMT 2021","Wed Apr 14 04:34:14 GMT 2021","141","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Wed Apr 14 04:33:58 GMT 2021","Wed Apr 14 04:34:11 GMT 2021","12498","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Wed Apr 14 04:32:22 GMT 2021","Wed Apr 14 04:32:41 GMT 2021","19188","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"broken","Wed Apr 14 04:34:16 GMT 2021","Wed Apr 14 04:34:16 GMT 2021","147","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Wed Apr 14 04:33:43 GMT 2021","Wed Apr 14 04:33:43 GMT 2021","156","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Wed Apr 14 04:32:41 GMT 2021","Wed Apr 14 04:32:53 GMT 2021","12001","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"broken","Wed Apr 14 04:34:19 GMT 2021","Wed Apr 14 04:34:19 GMT 2021","1","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Wed Apr 14 04:33:09 GMT 2021","Wed Apr 14 04:33:13 GMT 2021","3458","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Wed Apr 14 04:33:29 GMT 2021","Wed Apr 14 04:33:40 GMT 2021","11234","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Wed Apr 14 04:33:16 GMT 2021","Wed Apr 14 04:33:19 GMT 2021","3743","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Wed Apr 14 04:32:57 GMT 2021","Wed Apr 14 04:33:00 GMT 2021","2899","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Wed Apr 14 04:33:03 GMT 2021","Wed Apr 14 04:33:07 GMT 2021","4381","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Wed Apr 14 04:33:45 GMT 2021","Wed Apr 14 04:33:56 GMT 2021","10506","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Wed Apr 14 04:33:22 GMT 2021","Wed Apr 14 04:33:26 GMT 2021","3678","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
