"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed May 05 06:49:08 GMT 2021","Wed May 05 06:49:08 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"broken","Wed May 05 06:49:08 GMT 2021","Wed May 05 06:49:08 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"passed","Wed May 05 06:47:45 GMT 2021","Wed May 05 06:47:50 GMT 2021","4032","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Wed May 05 06:46:51 GMT 2021","Wed May 05 06:46:55 GMT 2021","4717","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"skipped","Wed May 05 06:48:56 GMT 2021","Wed May 05 06:48:56 GMT 2021","13","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Wed May 05 06:47:52 GMT 2021","Wed May 05 06:47:55 GMT 2021","3750","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Wed May 05 06:48:43 GMT 2021","Wed May 05 06:48:43 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"broken","Wed May 05 06:48:43 GMT 2021","Wed May 05 06:48:43 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"skipped","Wed May 05 06:48:31 GMT 2021","Wed May 05 06:48:31 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Wed May 05 06:49:08 GMT 2021","Wed May 05 06:49:08 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"failed","Wed May 05 06:47:15 GMT 2021","Wed May 05 06:47:25 GMT 2021","10476","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Wed May 05 06:46:56 GMT 2021","Wed May 05 06:46:58 GMT 2021","2599","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Wed May 05 06:48:19 GMT 2021","Wed May 05 06:48:19 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Wed May 05 06:47:41 GMT 2021","Wed May 05 06:47:43 GMT 2021","2760","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Wed May 05 06:48:03 GMT 2021","Wed May 05 06:48:06 GMT 2021","3012","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Wed May 05 06:47:28 GMT 2021","Wed May 05 06:47:38 GMT 2021","10580","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Wed May 05 06:47:01 GMT 2021","Wed May 05 06:47:12 GMT 2021","11380","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Wed May 05 06:47:58 GMT 2021","Wed May 05 06:48:01 GMT 2021","3532","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"skipped","Wed May 05 06:48:43 GMT 2021","Wed May 05 06:48:43 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
