"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat May 01 04:26:23 GMT 2021","Sat May 01 04:26:23 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Sat May 01 04:25:59 GMT 2021","Sat May 01 04:26:10 GMT 2021","10542","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 04:25:12 GMT 2021","Sat May 01 04:25:15 GMT 2021","3649","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 04:25:04 GMT 2021","Sat May 01 04:25:09 GMT 2021","4419","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 04:24:59 GMT 2021","Sat May 01 04:25:01 GMT 2021","2938","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"failed","Sat May 01 04:26:35 GMT 2021","Sat May 01 04:26:35 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openUserPage","openUserPage",""
"failed","Sat May 01 04:25:32 GMT 2021","Sat May 01 04:25:43 GMT 2021","11359","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"skipped","Sat May 01 04:26:35 GMT 2021","Sat May 01 04:26:35 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"failed","Sat May 01 04:25:46 GMT 2021","Sat May 01 04:25:57 GMT 2021","10569","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 04:24:52 GMT 2021","Sat May 01 04:24:55 GMT 2021","3007","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"failed","Sat May 01 04:26:23 GMT 2021","Sat May 01 04:26:23 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openUserPage","openUserPage",""
"passed","Sat May 01 04:25:25 GMT 2021","Sat May 01 04:25:29 GMT 2021","3691","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Sat May 01 04:26:23 GMT 2021","Sat May 01 04:26:23 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"skipped","Sat May 01 04:26:23 GMT 2021","Sat May 01 04:26:23 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Sat May 01 04:25:18 GMT 2021","Sat May 01 04:25:22 GMT 2021","3596","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"skipped","Sat May 01 04:26:35 GMT 2021","Sat May 01 04:26:35 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 04:24:46 GMT 2021","Sat May 01 04:24:52 GMT 2021","6276","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
