"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 10 13:29:14 GMT 2021","Mon May 10 13:29:14 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"passed","Mon May 10 13:27:57 GMT 2021","Mon May 10 13:28:01 GMT 2021","3832","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Mon May 10 13:26:54 GMT 2021","Mon May 10 13:27:06 GMT 2021","11463","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Mon May 10 13:27:50 GMT 2021","Mon May 10 13:27:54 GMT 2021","3713","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"skipped","Mon May 10 13:28:20 GMT 2021","Mon May 10 13:28:20 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"broken","Mon May 10 13:28:47 GMT 2021","Mon May 10 13:28:47 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"skipped","Mon May 10 13:29:00 GMT 2021","Mon May 10 13:29:00 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Mon May 10 13:26:27 GMT 2021","Mon May 10 13:26:50 GMT 2021","23217","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Mon May 10 13:28:03 GMT 2021","Mon May 10 13:28:07 GMT 2021","3311","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Mon May 10 13:28:47 GMT 2021","Mon May 10 13:28:47 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Mon May 10 13:29:14 GMT 2021","Mon May 10 13:29:14 GMT 2021","1","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"broken","Mon May 10 13:25:53 GMT 2021","Mon May 10 13:26:27 GMT 2021","33296","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Mon May 10 13:27:37 GMT 2021","Mon May 10 13:27:40 GMT 2021","2986","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"skipped","Mon May 10 13:28:33 GMT 2021","Mon May 10 13:28:33 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Mon May 10 13:28:47 GMT 2021","Mon May 10 13:28:47 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"failed","Mon May 10 13:27:09 GMT 2021","Mon May 10 13:27:19 GMT 2021","10547","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Mon May 10 13:29:14 GMT 2021","Mon May 10 13:29:14 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"failed","Mon May 10 13:27:23 GMT 2021","Mon May 10 13:27:33 GMT 2021","10636","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Mon May 10 13:27:43 GMT 2021","Mon May 10 13:27:47 GMT 2021","4205","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
