"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Apr 14 04:37:56 GMT 2021","Wed Apr 14 04:38:07 GMT 2021","10484","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Wed Apr 14 04:38:32 GMT 2021","Wed Apr 14 04:38:32 GMT 2021","0","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"broken","Wed Apr 14 04:37:53 GMT 2021","Wed Apr 14 04:37:53 GMT 2021","154","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Wed Apr 14 04:38:26 GMT 2021","Wed Apr 14 04:38:26 GMT 2021","164","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Wed Apr 14 04:38:29 GMT 2021","Wed Apr 14 04:38:29 GMT 2021","166","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Wed Apr 14 04:37:39 GMT 2021","Wed Apr 14 04:37:50 GMT 2021","11427","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Wed Apr 14 04:37:17 GMT 2021","Wed Apr 14 04:37:21 GMT 2021","4280","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Wed Apr 14 04:36:19 GMT 2021","Wed Apr 14 04:36:47 GMT 2021","27786","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Wed Apr 14 04:37:32 GMT 2021","Wed Apr 14 04:37:35 GMT 2021","3755","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Wed Apr 14 04:38:10 GMT 2021","Wed Apr 14 04:38:22 GMT 2021","12798","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Wed Apr 14 04:36:47 GMT 2021","Wed Apr 14 04:36:59 GMT 2021","12287","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Wed Apr 14 04:37:25 GMT 2021","Wed Apr 14 04:37:29 GMT 2021","4084","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Wed Apr 14 04:37:03 GMT 2021","Wed Apr 14 04:37:06 GMT 2021","2984","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Wed Apr 14 04:37:10 GMT 2021","Wed Apr 14 04:37:14 GMT 2021","4442","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
