"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat May 01 11:00:23 GMT 2021","Sat May 01 11:00:23 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 10:59:01 GMT 2021","Sat May 01 10:59:04 GMT 2021","2949","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"skipped","Sat May 01 10:59:57 GMT 2021","Sat May 01 10:59:57 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Sat May 01 10:58:20 GMT 2021","Sat May 01 10:58:31 GMT 2021","11316","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 10:59:21 GMT 2021","Sat May 01 10:59:24 GMT 2021","3706","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"skipped","Sat May 01 10:59:44 GMT 2021","Sat May 01 10:59:44 GMT 2021","3","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Sat May 01 10:58:47 GMT 2021","Sat May 01 10:58:58 GMT 2021","10490","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Sat May 01 11:00:10 GMT 2021","Sat May 01 11:00:10 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Sat May 01 10:59:27 GMT 2021","Sat May 01 10:59:31 GMT 2021","3864","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Sat May 01 11:00:10 GMT 2021","Sat May 01 11:00:10 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"failed","Sat May 01 10:58:34 GMT 2021","Sat May 01 10:58:44 GMT 2021","10552","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 10:59:14 GMT 2021","Sat May 01 10:59:18 GMT 2021","4145","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 10:58:08 GMT 2021","Sat May 01 10:58:13 GMT 2021","5316","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"skipped","Sat May 01 11:00:37 GMT 2021","Sat May 01 11:00:37 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"broken","Sat May 01 11:00:37 GMT 2021","Sat May 01 11:00:37 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"passed","Sat May 01 10:59:06 GMT 2021","Sat May 01 10:59:11 GMT 2021","4292","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Sat May 01 11:00:37 GMT 2021","Sat May 01 11:00:37 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"passed","Sat May 01 10:58:13 GMT 2021","Sat May 01 10:58:16 GMT 2021","3002","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Sat May 01 11:00:10 GMT 2021","Sat May 01 11:00:10 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
