"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon May 10 13:35:10 GMT 2021","Mon May 10 13:35:10 GMT 2021","3","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"skipped","Mon May 10 13:35:50 GMT 2021","Mon May 10 13:35:50 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Mon May 10 13:34:54 GMT 2021","Mon May 10 13:34:57 GMT 2021","3619","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Mon May 10 13:35:37 GMT 2021","Mon May 10 13:35:37 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"skipped","Mon May 10 13:36:04 GMT 2021","Mon May 10 13:36:04 GMT 2021","5","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"failed","Mon May 10 13:33:58 GMT 2021","Mon May 10 13:34:08 GMT 2021","10595","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Mon May 10 13:34:47 GMT 2021","Mon May 10 13:34:51 GMT 2021","4083","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Mon May 10 13:33:43 GMT 2021","Mon May 10 13:33:54 GMT 2021","11512","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"failed","Mon May 10 13:36:04 GMT 2021","Mon May 10 13:36:04 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"passed","Mon May 10 13:33:27 GMT 2021","Mon May 10 13:33:36 GMT 2021","9121","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"skipped","Mon May 10 13:35:24 GMT 2021","Mon May 10 13:35:24 GMT 2021","6","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Mon May 10 13:34:40 GMT 2021","Mon May 10 13:34:44 GMT 2021","4025","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"skipped","Mon May 10 13:35:37 GMT 2021","Mon May 10 13:35:37 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Mon May 10 13:34:26 GMT 2021","Mon May 10 13:34:29 GMT 2021","3065","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"failed","Mon May 10 13:34:12 GMT 2021","Mon May 10 13:34:22 GMT 2021","10637","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Mon May 10 13:33:36 GMT 2021","Mon May 10 13:33:39 GMT 2021","3250","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"broken","Mon May 10 13:35:37 GMT 2021","Mon May 10 13:35:37 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Mon May 10 13:34:32 GMT 2021","Mon May 10 13:34:37 GMT 2021","4769","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"broken","Mon May 10 13:36:04 GMT 2021","Mon May 10 13:36:04 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
