"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 18 14:53:19 GMT 2021","Sun Apr 18 14:53:31 GMT 2021","11237","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sun Apr 18 14:52:46 GMT 2021","Sun Apr 18 14:52:49 GMT 2021","2875","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sun Apr 18 14:53:13 GMT 2021","Sun Apr 18 14:53:16 GMT 2021","3720","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"broken","Sun Apr 18 14:54:30 GMT 2021","Sun Apr 18 14:54:30 GMT 2021","1","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"failed","Sun Apr 18 14:52:30 GMT 2021","Sun Apr 18 14:52:42 GMT 2021","12045","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sun Apr 18 14:52:52 GMT 2021","Sun Apr 18 14:52:56 GMT 2021","4344","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"broken","Sun Apr 18 14:54:29 GMT 2021","Sun Apr 18 14:54:29 GMT 2021","136","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sun Apr 18 14:52:59 GMT 2021","Sun Apr 18 14:53:03 GMT 2021","4195","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Sun Apr 18 14:53:47 GMT 2021","Sun Apr 18 14:53:57 GMT 2021","10647","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Sun Apr 18 14:54:00 GMT 2021","Sun Apr 18 14:54:12 GMT 2021","12069","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Sun Apr 18 14:52:09 GMT 2021","Sun Apr 18 14:52:30 GMT 2021","21185","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sun Apr 18 14:53:06 GMT 2021","Sun Apr 18 14:53:10 GMT 2021","4068","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Sun Apr 18 14:53:33 GMT 2021","Sun Apr 18 14:53:44 GMT 2021","10441","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Sun Apr 18 14:54:15 GMT 2021","Sun Apr 18 14:54:26 GMT 2021","10695","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
