"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 08 07:02:35 GMT 2021","Sat May 08 07:02:39 GMT 2021","3558","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Sat May 08 07:03:45 GMT 2021","Sat May 08 07:03:45 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"broken","Sat May 08 07:03:45 GMT 2021","Sat May 08 07:03:45 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"broken","Sat May 08 07:00:38 GMT 2021","Sat May 08 07:01:17 GMT 2021","38755","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"skipped","Sat May 08 07:03:05 GMT 2021","Sat May 08 07:03:05 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 08 07:02:08 GMT 2021","Sat May 08 07:02:11 GMT 2021","2853","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"skipped","Sat May 08 07:03:18 GMT 2021","Sat May 08 07:03:18 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 08 07:02:21 GMT 2021","Sat May 08 07:02:25 GMT 2021","3966","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Sat May 08 07:01:54 GMT 2021","Sat May 08 07:02:04 GMT 2021","10598","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 08 07:02:14 GMT 2021","Sat May 08 07:02:18 GMT 2021","4427","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Sat May 08 07:03:45 GMT 2021","Sat May 08 07:03:45 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"failed","Sat May 08 07:03:18 GMT 2021","Sat May 08 07:03:18 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"broken","Sat May 08 07:03:19 GMT 2021","Sat May 08 07:03:19 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"skipped","Sat May 08 07:02:52 GMT 2021","Sat May 08 07:02:52 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"skipped","Sat May 08 07:03:32 GMT 2021","Sat May 08 07:03:32 GMT 2021","8","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"failed","Sat May 08 07:01:40 GMT 2021","Sat May 08 07:01:51 GMT 2021","10594","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 08 07:02:28 GMT 2021","Sat May 08 07:02:32 GMT 2021","3885","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Sat May 08 07:01:26 GMT 2021","Sat May 08 07:01:37 GMT 2021","11297","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 08 07:01:18 GMT 2021","Sat May 08 07:01:22 GMT 2021","4014","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
