"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 05 10:33:37 GMT 2021","Wed May 05 10:33:42 GMT 2021","4663","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Wed May 05 10:33:03 GMT 2021","Wed May 05 10:33:14 GMT 2021","10546","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Wed May 05 10:33:51 GMT 2021","Wed May 05 10:33:55 GMT 2021","3664","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"skipped","Wed May 05 10:34:41 GMT 2021","Wed May 05 10:34:41 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Wed May 05 10:33:58 GMT 2021","Wed May 05 10:34:02 GMT 2021","3729","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Wed May 05 10:34:15 GMT 2021","Wed May 05 10:34:15 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Wed May 05 10:33:31 GMT 2021","Wed May 05 10:33:34 GMT 2021","3077","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"broken","Wed May 05 10:35:07 GMT 2021","Wed May 05 10:35:07 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"failed","Wed May 05 10:35:07 GMT 2021","Wed May 05 10:35:07 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"failed","Wed May 05 10:34:41 GMT 2021","Wed May 05 10:34:41 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"broken","Wed May 05 10:34:41 GMT 2021","Wed May 05 10:34:41 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Wed May 05 10:32:38 GMT 2021","Wed May 05 10:32:43 GMT 2021","4734","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"skipped","Wed May 05 10:34:54 GMT 2021","Wed May 05 10:34:54 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Wed May 05 10:33:45 GMT 2021","Wed May 05 10:33:49 GMT 2021","4142","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Wed May 05 10:32:49 GMT 2021","Wed May 05 10:33:00 GMT 2021","11226","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"skipped","Wed May 05 10:34:28 GMT 2021","Wed May 05 10:34:28 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Wed May 05 10:33:17 GMT 2021","Wed May 05 10:33:28 GMT 2021","10520","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Wed May 05 10:32:43 GMT 2021","Wed May 05 10:32:45 GMT 2021","2869","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Wed May 05 10:35:07 GMT 2021","Wed May 05 10:35:07 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
