"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 01 11:00:19 GMT 2021","Sat May 01 11:00:19 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"passed","Sat May 01 10:59:33 GMT 2021","Sat May 01 10:59:37 GMT 2021","3909","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 10:58:33 GMT 2021","Sat May 01 10:58:35 GMT 2021","2199","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 10:59:27 GMT 2021","Sat May 01 10:59:31 GMT 2021","3562","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Sat May 01 11:00:44 GMT 2021","Sat May 01 11:00:44 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"failed","Sat May 01 10:59:04 GMT 2021","Sat May 01 10:59:14 GMT 2021","10434","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Sat May 01 10:58:51 GMT 2021","Sat May 01 10:59:02 GMT 2021","10421","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Sat May 01 11:00:44 GMT 2021","Sat May 01 11:00:44 GMT 2021","1","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"broken","Sat May 01 11:00:19 GMT 2021","Sat May 01 11:00:19 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Sat May 01 10:58:24 GMT 2021","Sat May 01 10:58:33 GMT 2021","9363","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 10:59:16 GMT 2021","Sat May 01 10:59:19 GMT 2021","2567","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"skipped","Sat May 01 11:00:32 GMT 2021","Sat May 01 11:00:32 GMT 2021","10","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"skipped","Sat May 01 11:00:19 GMT 2021","Sat May 01 11:00:19 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 10:59:21 GMT 2021","Sat May 01 10:59:25 GMT 2021","4193","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"skipped","Sat May 01 10:59:55 GMT 2021","Sat May 01 10:59:55 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Sat May 01 10:58:38 GMT 2021","Sat May 01 10:58:49 GMT 2021","11279","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 10:59:39 GMT 2021","Sat May 01 10:59:42 GMT 2021","3346","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Sat May 01 11:00:07 GMT 2021","Sat May 01 11:00:07 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Sat May 01 11:00:44 GMT 2021","Sat May 01 11:00:44 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
