"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 14 04:22:55 GMT 2021","Wed Apr 14 04:22:59 GMT 2021","4139","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"broken","Wed Apr 14 04:24:02 GMT 2021","Wed Apr 14 04:24:02 GMT 2021","155","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Wed Apr 14 04:23:32 GMT 2021","Wed Apr 14 04:23:33 GMT 2021","117","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Wed Apr 14 04:24:04 GMT 2021","Wed Apr 14 04:24:05 GMT 2021","137","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Wed Apr 14 04:23:01 GMT 2021","Wed Apr 14 04:23:05 GMT 2021","3402","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Wed Apr 14 04:23:19 GMT 2021","Wed Apr 14 04:23:30 GMT 2021","11143","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Wed Apr 14 04:23:14 GMT 2021","Wed Apr 14 04:23:17 GMT 2021","3074","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Wed Apr 14 04:23:07 GMT 2021","Wed Apr 14 04:23:11 GMT 2021","3830","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Wed Apr 14 04:23:48 GMT 2021","Wed Apr 14 04:24:00 GMT 2021","12016","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Wed Apr 14 04:22:50 GMT 2021","Wed Apr 14 04:22:53 GMT 2021","2767","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"broken","Wed Apr 14 04:24:07 GMT 2021","Wed Apr 14 04:24:07 GMT 2021","0","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"failed","Wed Apr 14 04:22:35 GMT 2021","Wed Apr 14 04:22:47 GMT 2021","12005","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"failed","Wed Apr 14 04:23:35 GMT 2021","Wed Apr 14 04:23:46 GMT 2021","10617","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Wed Apr 14 04:22:18 GMT 2021","Wed Apr 14 04:22:35 GMT 2021","16671","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
