"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 15 15:16:47 GMT 2021","Thu Apr 15 15:16:57 GMT 2021","10474","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Thu Apr 15 15:16:15 GMT 2021","Thu Apr 15 15:16:19 GMT 2021","4058","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Thu Apr 15 15:17:01 GMT 2021","Thu Apr 15 15:17:13 GMT 2021","12233","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Thu Apr 15 15:15:12 GMT 2021","Thu Apr 15 15:15:38 GMT 2021","25942","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"broken","Thu Apr 15 15:17:22 GMT 2021","Thu Apr 15 15:17:22 GMT 2021","1","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Thu Apr 15 15:15:54 GMT 2021","Thu Apr 15 15:15:57 GMT 2021","3175","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Thu Apr 15 15:16:00 GMT 2021","Thu Apr 15 15:16:05 GMT 2021","4621","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Thu Apr 15 15:15:38 GMT 2021","Thu Apr 15 15:15:50 GMT 2021","12192","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"broken","Thu Apr 15 15:17:19 GMT 2021","Thu Apr 15 15:17:19 GMT 2021","156","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Thu Apr 15 15:16:44 GMT 2021","Thu Apr 15 15:16:44 GMT 2021","151","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Thu Apr 15 15:17:16 GMT 2021","Thu Apr 15 15:17:16 GMT 2021","157","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Thu Apr 15 15:16:08 GMT 2021","Thu Apr 15 15:16:12 GMT 2021","3939","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Thu Apr 15 15:16:29 GMT 2021","Thu Apr 15 15:16:40 GMT 2021","11013","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Thu Apr 15 15:16:22 GMT 2021","Thu Apr 15 15:16:26 GMT 2021","3753","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
