"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 14 05:18:25 GMT 2021","Wed Apr 14 05:18:25 GMT 2021","135","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Wed Apr 14 05:17:30 GMT 2021","Wed Apr 14 05:17:33 GMT 2021","3181","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Wed Apr 14 05:18:10 GMT 2021","Wed Apr 14 05:18:22 GMT 2021","12427","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Wed Apr 14 05:17:57 GMT 2021","Wed Apr 14 05:18:08 GMT 2021","10575","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Wed Apr 14 05:17:13 GMT 2021","Wed Apr 14 05:17:16 GMT 2021","2753","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"failed","Wed Apr 14 05:16:42 GMT 2021","Wed Apr 14 05:16:58 GMT 2021","16072","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"failed","Wed Apr 14 05:16:58 GMT 2021","Wed Apr 14 05:17:10 GMT 2021","11459","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Wed Apr 14 05:17:36 GMT 2021","Wed Apr 14 05:17:39 GMT 2021","3059","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Wed Apr 14 05:17:18 GMT 2021","Wed Apr 14 05:17:22 GMT 2021","4178","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"broken","Wed Apr 14 05:18:30 GMT 2021","Wed Apr 14 05:18:30 GMT 2021","0","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Wed Apr 14 05:17:25 GMT 2021","Wed Apr 14 05:17:28 GMT 2021","3182","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"failed","Wed Apr 14 05:17:41 GMT 2021","Wed Apr 14 05:17:52 GMT 2021","11399","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"broken","Wed Apr 14 05:17:55 GMT 2021","Wed Apr 14 05:17:55 GMT 2021","164","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Wed Apr 14 05:18:27 GMT 2021","Wed Apr 14 05:18:27 GMT 2021","141","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
