"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed May 05 08:55:09 GMT 2021","Wed May 05 08:55:09 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Wed May 05 08:55:09 GMT 2021","Wed May 05 08:55:09 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"passed","Wed May 05 08:53:06 GMT 2021","Wed May 05 08:53:16 GMT 2021","9176","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Wed May 05 08:54:14 GMT 2021","Wed May 05 08:54:17 GMT 2021","3735","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"broken","Wed May 05 08:55:36 GMT 2021","Wed May 05 08:55:36 GMT 2021","0","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"passed","Wed May 05 08:54:27 GMT 2021","Wed May 05 08:54:31 GMT 2021","3603","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"skipped","Wed May 05 08:55:23 GMT 2021","Wed May 05 08:55:23 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"failed","Wed May 05 08:53:33 GMT 2021","Wed May 05 08:53:44 GMT 2021","10546","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Wed May 05 08:55:36 GMT 2021","Wed May 05 08:55:36 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"broken","Wed May 05 08:52:30 GMT 2021","Wed May 05 08:53:06 GMT 2021","35867","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"skipped","Wed May 05 08:54:56 GMT 2021","Wed May 05 08:54:56 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Wed May 05 08:55:36 GMT 2021","Wed May 05 08:55:36 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Wed May 05 08:54:06 GMT 2021","Wed May 05 08:54:11 GMT 2021","4744","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Wed May 05 08:53:47 GMT 2021","Wed May 05 08:53:57 GMT 2021","10438","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"broken","Wed May 05 08:55:09 GMT 2021","Wed May 05 08:55:09 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Wed May 05 08:54:00 GMT 2021","Wed May 05 08:54:03 GMT 2021","2826","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"skipped","Wed May 05 08:54:43 GMT 2021","Wed May 05 08:54:43 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Wed May 05 08:53:19 GMT 2021","Wed May 05 08:53:30 GMT 2021","11233","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Wed May 05 08:54:20 GMT 2021","Wed May 05 08:54:24 GMT 2021","3917","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
