"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 12:22:38 GMT 2021","Sat May 01 12:22:39 GMT 2021","981","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"failed","Sat May 01 12:24:19 GMT 2021","Sat May 01 12:24:19 GMT 2021","1","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"skipped","Sat May 01 12:24:19 GMT 2021","Sat May 01 12:24:19 GMT 2021","3","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"skipped","Sat May 01 12:23:53 GMT 2021","Sat May 01 12:23:53 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"skipped","Sat May 01 12:24:06 GMT 2021","Sat May 01 12:24:06 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"skipped","Sat May 01 12:24:45 GMT 2021","Sat May 01 12:24:46 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 12:23:36 GMT 2021","Sat May 01 12:23:40 GMT 2021","3573","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Sat May 01 12:22:42 GMT 2021","Sat May 01 12:22:52 GMT 2021","10580","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"broken","Sat May 01 12:24:46 GMT 2021","Sat May 01 12:24:46 GMT 2021","1","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","cleanUp","cleanUp",""
"passed","Sat May 01 12:23:09 GMT 2021","Sat May 01 12:23:12 GMT 2021","2979","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 12:23:22 GMT 2021","Sat May 01 12:23:27 GMT 2021","4262","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 12:23:15 GMT 2021","Sat May 01 12:23:19 GMT 2021","4797","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 12:22:31 GMT 2021","Sat May 01 12:22:34 GMT 2021","3140","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Sat May 01 12:24:32 GMT 2021","Sat May 01 12:24:32 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"broken","Sat May 01 12:24:19 GMT 2021","Sat May 01 12:24:19 GMT 2021","0","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"passed","Sat May 01 12:22:20 GMT 2021","Sat May 01 12:22:31 GMT 2021","10454","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 12:23:29 GMT 2021","Sat May 01 12:23:33 GMT 2021","3691","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Sat May 01 12:22:55 GMT 2021","Sat May 01 12:23:06 GMT 2021","10490","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Sat May 01 12:24:45 GMT 2021","Sat May 01 12:24:45 GMT 2021","2","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
