"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 01 10:12:07 GMT 2021","Sat May 01 10:12:07 GMT 2021","3","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","openPage","openPage",""
"failed","Sat May 01 10:10:32 GMT 2021","Sat May 01 10:10:44 GMT 2021","11147","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 10:11:18 GMT 2021","Sat May 01 10:11:23 GMT 2021","4496","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"failed","Sat May 01 10:11:00 GMT 2021","Sat May 01 10:11:10 GMT 2021","10426","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"skipped","Sat May 01 10:12:07 GMT 2021","Sat May 01 10:12:07 GMT 2021","4","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"skipped","Sat May 01 10:11:55 GMT 2021","Sat May 01 10:11:55 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"skipped","Sat May 01 10:11:55 GMT 2021","Sat May 01 10:11:55 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"failed","Sat May 01 10:11:55 GMT 2021","Sat May 01 10:11:55 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","openPage","openPage",""
"passed","Sat May 01 10:11:32 GMT 2021","Sat May 01 10:11:36 GMT 2021","3920","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 10:10:21 GMT 2021","Sat May 01 10:10:26 GMT 2021","5157","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"skipped","Sat May 01 10:12:07 GMT 2021","Sat May 01 10:12:07 GMT 2021","8","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 10:11:26 GMT 2021","Sat May 01 10:11:29 GMT 2021","3699","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 10:11:13 GMT 2021","Sat May 01 10:11:16 GMT 2021","2829","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 10:10:26 GMT 2021","Sat May 01 10:10:29 GMT 2021","2878","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"skipped","Sat May 01 10:11:55 GMT 2021","Sat May 01 10:11:55 GMT 2021","2","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 10:11:39 GMT 2021","Sat May 01 10:11:42 GMT 2021","3496","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Sat May 01 10:10:46 GMT 2021","Sat May 01 10:10:57 GMT 2021","10484","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
